Removed Pin From Net: NetName=NetC10_1 Pin=R9-1
Removed Pin From Net: NetName=GND Pin=U6-6
Change Component Comment : Designator=R33 Old Comment=1K5 1% New Comment=10K 1%
Change Component Comment : Designator=R34 Old Comment=1K5 1% New Comment=10K 1%
Change Component Comment : Designator=R9 Old Comment=14K 1% New Comment=9K31
Change Component Comment : Designator=R10 Old Comment=115K 1% New Comment=69K8
Change component parameters: Designator = "BAT1" ("BAT1"); Footprint = "CR1220H"; UniqueID = "\NJAAVEHV\BYFYWECB" ("\NJAAVEHV\BYFYWECB")
Change component parameters (AddParameter): Name = "Supplier Unit Price 1"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "DNP"; VariantName = "[No Variations]"
Change component parameters: Designator = "R23" ("R23"); Footprint = "0402"; UniqueID = "\SFEGAWHH\XIVPQLSS" ("\SFEGAWHH\XIVPQLSS")
Change component parameters (AddParameter): Name = "Aprobo"; Value = "-"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Digikey PN"; Value = "RMCF0402FT10K0TR-ND"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer Part Number"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Part Number"; Value = "RES0402_10K_1%"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Precio"; Value = "0"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Publico"; Value = "EB"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier 1"; Value = "Digi-Key"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Part Number 1"; Value = "RMCF0402FT10K0TR-ND"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Unit Price 1"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "10K 1%"; VariantName = "[No Variations]"
Change component parameters: Designator = "R24" ("R24"); Footprint = "0402"; UniqueID = "\SFEGAWHH\VBRQVCSF" ("\SFEGAWHH\VBRQVCSF")
Change component parameters (AddParameter): Name = "Aprobo"; Value = "-"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Digikey PN"; Value = "RMCF0402JT4K70CT-ND"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "Stackpole Electronics Inc"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer Part Number"; Value = "RMCF0402JT4K70"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Part Number"; Value = "RES0402_4K7_5%"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Precio"; Value = "0"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Publico"; Value = "EB"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier 1"; Value = "Digi-Key"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Part Number 1"; Value = "RMCF0402JT4K70CT-ND"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Unit Price 1"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "4K7"; VariantName = "[No Variations]"
Change component parameters: Designator = "R25" ("R25"); Footprint = "0402"; UniqueID = "\SFEGAWHH\HVCDVIAQ" ("\SFEGAWHH\HVCDVIAQ")
Change component parameters (AddParameter): Name = "Aprobo"; Value = "-"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Digikey PN"; Value = "RMCF0402JT4K70CT-ND"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "Stackpole Electronics Inc"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer Part Number"; Value = "RMCF0402JT4K70"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Part Number"; Value = "RES0402_4K7_5%"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Precio"; Value = "0"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Publico"; Value = "EB"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier 1"; Value = "Digi-Key"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Part Number 1"; Value = "RMCF0402JT4K70CT-ND"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Unit Price 1"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "4K7"; VariantName = "[No Variations]"
Change component parameters: Designator = "R26" ("R26"); Footprint = "0402"; UniqueID = "\NJAAVEHV\LQHDAKRG" ("\NJAAVEHV\LQHDAKRG")
Change component parameters (AddParameter): Name = "Aprobo"; Value = "-"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Digikey PN"; Value = "RMCF0402FT10K0TR-ND"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer Part Number"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Part Number"; Value = "RES0402_10K_1%"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Precio"; Value = "0"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Publico"; Value = "EB"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier 1"; Value = "Digi-Key"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Part Number 1"; Value = "RMCF0402FT10K0TR-ND"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Unit Price 1"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "10K 1%"; VariantName = "[No Variations]"
Change component parameters: Designator = "R27" ("R27"); Footprint = "0402"; UniqueID = "\NJAAVEHV\NPAEFPOW" ("\NJAAVEHV\NPAEFPOW")
Change component parameters (AddParameter): Name = "Aprobo"; Value = "-"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer Part Number"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Part Number"; Value = "RES0402_1K_5%"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Publico"; Value = "EB"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier 1"; Value = "Digi-Key"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Part Number 1"; Value = "RMCF0402JT1K00CT-ND"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Unit Price 1"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "1K"; VariantName = "[No Variations]"
Change component parameters: Designator = "R28" ("R28"); Footprint = "0402"; UniqueID = "\NJAAVEHV\WDBSSGUK" ("\NJAAVEHV\WDBSSGUK")
Change component parameters (AddParameter): Name = "Aprobo"; Value = "-"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Digikey PN"; Value = "RMCF0402FT1K50CT-ND"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "Stackpole Electronics Inc"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer #"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer Part Number"; Value = "RMCF0402FT1K50"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Part Number"; Value = "RES0402_1K5_1%"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Precio"; Value = "0"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Publico"; Value = "EB"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier 1"; Value = "Digi-Key"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Part Number 1"; Value = "RMCF0402FT1K50CT-ND"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Unit Price 1"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "1K5 1%"; VariantName = "[No Variations]"
Change component parameters: Designator = "R29" ("R29"); Footprint = "0402"; UniqueID = "\NJAAVEHV\XUHYSXSR" ("\NJAAVEHV\XUHYSXSR")
Change component parameters (AddParameter): Name = "Aprobo"; Value = "-"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Digikey PN"; Value = "RMCF0402JT100KCT-ND"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer Part Number"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Part Number"; Value = "RES0402_100K_5%"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Precio"; Value = "0"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Publico"; Value = "EB"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier 1"; Value = "Digi-Key"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Part Number 1"; Value = "RMCF0402JT100KCT-ND"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Unit Price 1"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "100K"; VariantName = "[No Variations]"
Change component parameters: Designator = "R30" ("R30"); Footprint = "0402"; UniqueID = "\NJAAVEHV\SVQWFNOX" ("\NJAAVEHV\SVQWFNOX")
Change component parameters (AddParameter): Name = "Aprobo"; Value = "-"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Digikey PN"; Value = "RMCF0402JT100KCT-ND"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer Part Number"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Part Number"; Value = "RES0402_100K_5%"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Precio"; Value = "0"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Publico"; Value = "EB"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier 1"; Value = "Digi-Key"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Part Number 1"; Value = "RMCF0402JT100KCT-ND"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Unit Price 1"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "100K"; VariantName = "[No Variations]"
Change component parameters: Designator = "R31" ("R31"); Footprint = "0402"; UniqueID = "\NJAAVEHV\RCRTULVP" ("\NJAAVEHV\RCRTULVP")
Change component parameters (AddParameter): Name = "Aprobo"; Value = "-"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Digikey PN"; Value = "RMCF0402FT10K0TR-ND"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer Part Number"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Part Number"; Value = "RES0402_10K_1%"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Precio"; Value = "0"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Publico"; Value = "EB"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier 1"; Value = "Digi-Key"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Part Number 1"; Value = "RMCF0402FT10K0TR-ND"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Unit Price 1"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "10K 1%"; VariantName = "[No Variations]"
Change component parameters: Designator = "R32" ("R32"); Footprint = "0402"; UniqueID = "\NJAAVEHV\VGUNPBBR" ("\NJAAVEHV\VGUNPBBR")
Change component parameters (AddParameter): Name = "Aprobo"; Value = "-"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Digikey PN"; Value = "RMCF0402FT10K0TR-ND"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer Part Number"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Part Number"; Value = "RES0402_10K_1%"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Precio"; Value = "0"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Publico"; Value = "EB"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier 1"; Value = "Digi-Key"; VariantName = "[No Variations]"
